TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
LKS Lodz2;Marek Saganowski LKS Lodz;Marek;Saganowski;Poland;0;0;LKS Lodz;;;31;10;1978;;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Lleida1;Elvis Scoria Lleida;Elvis;Scoria;Croatia;0;0;Lleida;;;5;7;1971;;0;0;0;0;0;0;2;2;0;0;130;139;100;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
Lleida10;Javier Oliete Lleida;Javier;Oliete;Spain;0;0;Lleida;;;9;9;1970;;0;1;2;1;0;0;0;1;1;2;100;130;90;7;13;9;7;6;8;14;15;6;7;12;7;18;12;7;10;6;12;5;4;13;14;12;5;0;0;2;0;0;0;0;0;0;2
Lleida11;Ojeda Ra£l Lleida;Ojeda;Ra£l;Spain;0;0;Lleida;07-01-1900;;24;10;1970;;2;0;0;0;0;0;0;0;0;0;90;130;80;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;15;0;0;0;0;0;14;14;13;2;0;0;0;0;0;0;0;0;0
Lleida12;Antonio Roa Lleida;Antonio;Roa;Spain;0;0;Lleida;07-01-1900;;22;9;1970;;0;1;2;1;2;0;0;2;2;0;117;148;111;0;0;0;0;0;0;0;11;0;0;3;0;0;0;17;0;0;0;0;8;0;12;0;0;0;0;2;0;2;0;0;2;2;0
Lleida13;JosÇ Vicente Sime¢n Lleida;JosÇ Vicente;Sime¢n;Spain;0;0;Lleida;07-01-1900;;22;6;1974;;0;0;0;0;1;2;1;0;0;2;95;165;70;5;0;0;0;0;0;0;6;0;0;12;0;0;0;0;0;0;0;0;14;0;10;0;0;0;0;0;0;0;2;0;0;0;2
Lleida14;JosÇ Manuel T†rraga Lleida;JosÇ Manuel;T†rraga;Spain;0;0;Lleida;;;15;4;1971;;0;1;2;0;0;0;0;2;0;2;120;150;102;6;12;2;13;4;3;15;15;4;5;15;6;12;16;8;11;9;15;5;1;18;16;15;8;0;0;2;0;0;0;0;2;0;2
Lleida15;Fern†ndez Vicente Lleida;Fern†ndez;Vicente;Spain;0;0;Lleida;07-01-1900;;17;9;1975;;0;0;0;0;2;2;0;0;0;2;105;160;101;0;0;0;0;0;14;0;0;0;0;16;0;16;0;0;14;15;0;0;0;0;12;0;13;0;0;0;0;2;2;0;0;0;2
Lleida16;Francisco Vilanova Lleida;Francisco;Vilanova;Spain;0;0;Lleida;07-01-1900;;17;9;1968;;0;0;0;0;2;2;0;0;0;2;100;136;91;6;11;11;12;8;11;12;13;8;7;11;6;13;9;13;11;14;8;10;8;12;8;9;13;0;0;0;0;2;2;0;0;0;2
Lleida17;Arias ?scar Lleida;Arias;?scar;Spain;0;0;Lleida;07-01-1900;;5;1;1966;;0;0;0;2;2;0;0;1;1;1;99;123;80;0;16;0;0;0;0;0;17;0;0;12;16;0;0;0;0;0;0;0;0;18;17;0;0;0;0;0;2;2;0;0;0;0;0
Lleida18;Rahim Besirovic Lleida;Rahim;Besirovic;Yugoslavia;0;0;Lleida;07-01-1900;;2;1;1971;;0;0;0;0;0;0;2;0;0;2;92;133;80;0;14;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;16;0;15;0;0;0;0;0;0;0;0;2;0;0;2
Lleida2;de la Rosa AndrÇs Lleida;de la Rosa;AndrÇs;Spain;0;0;Lleida;07-01-1900;;13;8;1969;;0;1;2;1;0;0;0;2;1;2;118;150;110;14;13;9;6;4;12;18;6;11;13;6;6;8;16;7;5;11;13;2;2;15;14;13;6;0;0;2;0;0;0;0;2;0;2
Lleida3;Antonio Calder¢n Lleida;Antonio;Calder¢n;Spain;0;0;Lleida;07-01-1900;;2;6;1967;;0;0;0;0;2;1;0;1;2;1;104;155;100;13;11;12;5;7;11;8;14;16;18;9;14;9;2;6;9;18;9;11;12;17;18;3;16;0;0;0;0;2;0;0;0;2;0
Lleida4;Isierte Emilio Lleida;Isierte;Emilio;Spain;0;0;Lleida;07-01-1900;;13;11;1963;;2;0;0;0;0;0;0;0;0;0;120;150;110;14;5;8;13;6;0;14;5;0;0;11;8;6;0;0;8;11;15;0;0;5;10;15;14;2;0;0;0;0;0;0;0;0;0
Lleida5;Gerard Escoda Lleida;Gerard;Escoda;Spain;0;0;Lleida;07-01-1900;;26;5;1972;;0;0;0;0;0;0;2;2;0;1;116;153;106;0;0;0;0;0;0;0;0;0;0;15;0;0;0;17;18;0;0;0;18;0;16;0;0;0;0;0;0;0;0;2;2;0;0
Lleida6;Francisco Javier Espejo Lleida;Francisco Javier;Espejo;Spain;0;0;Lleida;07-01-1900;;29;3;1971;;0;0;2;0;0;0;0;0;2;2;113;166;100;0;0;0;0;0;0;0;0;0;0;15;0;0;16;0;0;0;0;0;0;0;14;0;0;0;0;2;0;0;0;0;0;2;2
Lleida7;Rodr°guez Valero JosÇ Carlos Lleida;Rodr°guez Valero;JosÇ Carlos;Spain;0;0;Lleida;;;10;5;1969;;0;0;0;2;1;0;0;0;0;2;70;150;67;0;0;0;0;0;0;0;13;0;0;12;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;0;2;0;0;0;0;0;2
Lleida8;Hern†ndez Miguel Lleida;Hern†ndez;Miguel;Spain;0;0;Lleida;;;19;2;1970;;0;1;2;1;0;0;0;0;0;2;101;150;81;4;8;11;9;3;4;16;7;10;7;16;6;19;16;11;18;6;15;11;9;14;19;11;10;0;0;2;0;0;0;0;0;0;2
Lleida9;Francisco Javier Navarro Lleida;Francisco Javier;Navarro;Spain;0;0;Lleida;07-01-1900;;30;10;1972;;0;0;2;2;1;0;0;2;0;2;128;144;103;14;15;7;11;13;6;15;14;6;7;6;8;12;17;8;14;9;13;8;6;13;7;8;10;0;0;2;2;0;0;0;2;0;2
Lodigiani1;Giovanni Arioli Lodigiani;Giovanni;Arioli;Italy;0;0;Lodigiani;07-01-1900;;23;4;1976;;0;0;0;0;1;2;0;1;0;2;107;166;98;0;0;15;0;16;18;15;0;13;15;6;0;0;0;0;0;15;13;16;10;0;0;8;17;0;0;0;0;0;2;0;0;0;2
Lodigiani2;Nicola Binchi Lodigiani;Nicola;Binchi;Italy;0;0;Lodigiani;06-01-1900;;14;12;1976;;0;0;0;2;2;0;0;2;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0
Lodigiani3;Andrea Gennari Lodigiani;Andrea;Gennari;Italy;0;0;Lodigiani;;;18;10;1977;;0;1;2;0;0;0;0;0;0;2;87;-1;85;0;0;0;0;0;12;19;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lodigiani4;Flavio Giampieretti Lodigiani;Flavio;Giampieretti;Italy;0;0;Lodigiani;07-01-1900;;11;2;1974;;0;0;0;1;2;0;0;0;1;2;117;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Lodigiani5;Giorgio Gorgone Lodigiani;Giorgio;Gorgone;Italy;0;0;Lodigiani;;;10;8;1976;;0;0;2;0;2;0;0;2;0;2;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;2
Lodigiani6;Pino La Scala Lodigiani;Pino;La Scala;Italy;0;0;Lodigiani;;;2;7;1965;;0;0;2;0;0;0;0;0;0;2;78;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lodigiani7;Nicola Martini Lodigiani;Nicola;Martini;Italy;0;0;Lodigiani;;;15;5;1969;;0;0;0;0;0;2;2;2;0;1;87;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;3;18;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0
Lodigiani8;Michele Tambellini Lodigiani;Michele;Tambellini;Italy;0;0;Lodigiani;06-01-1900;;26;5;1973;;2;0;0;0;0;0;0;0;0;0;119;145;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lodigiani9;Damiano Vitiello Lodigiani;Damiano;Vitiello;Italy;0;0;Lodigiani;;;11;5;1975;;0;2;2;0;0;0;0;1;0;2;84;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
Logrones1;Henrique da Silva Catanha Logrones;Henrique da Silva;Catanha;Brazil;0;0;Logrones;07-01-1900;;6;3;1972;;0;0;0;0;0;0;2;1;1;2;110;146;101;9;10;11;8;13;11;9;6;14;15;8;4;8;6;14;13;11;6;10;12;11;10;4;12;0;0;0;0;0;0;2;0;0;2
Logrones10; Luis Gil Logrones;;Luis Gil;Spain;0;0;Logrones;;;1;1;#VALUE!;;0;0;0;0;2;0;0;1;1;1;99;140;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Logrones11;Manuel Mart°nez Manel Logrones;Manuel Mart°nez;Manel;Spain;0;0;Logrones;07-01-1900;;3;11;1973;;0;0;0;0;0;0;2;0;0;2;135;165;135;11;13;11;8;10;6;15;9;7;14;19;11;7;6;10;11;9;6;15;17;15;20;13;9;0;0;0;0;0;0;2;0;0;2
Logrones12;JosÇ Fernando Mar°n Logrones;JosÇ Fernando;Mar°n;Spain;0;0;Logrones;07-01-1900;;27;11;1971;;0;0;0;1;2;0;0;0;0;2;130;146;112;11;16;8;6;12;5;19;10;4;5;10;4;11;16;6;11;6;12;7;4;16;17;13;5;0;0;0;0;2;0;0;0;0;2
Logrones13;JosÇ Luis Morales Logrones;JosÇ Luis;Morales;Spain;0;0;Logrones;07-01-1900;;2;8;1973;;0;0;0;0;0;1;2;2;1;2;130;160;130;12;10;16;14;15;10;11;13;14;15;3;6;5;1;13;18;9;6;17;16;11;5;6;12;0;0;0;0;0;0;2;2;0;2
Logrones14;Mohamed Al° Hamar Nayim Logrones;Mohamed Al° Hamar;Nayim;Spain;0;0;Logrones;07-01-1900;;5;11;1966;;0;0;0;0;2;1;0;2;0;1;144;169;140;12;14;11;17;18;15;7;18;10;12;9;11;8;5;6;8;16;4;18;12;7;11;11;19;0;0;0;0;2;0;0;2;0;0
Logrones15; Quique ?lvarez Logrones;;Quique ?lvarez;Spain;0;0;Logrones;07-01-1900;;20;7;1975;;0;1;2;0;0;0;0;1;0;2;110;166;77;14;8;3;11;7;8;9;8;8;9;11;10;20;19;16;14;5;10;9;2;16;18;15;15;0;0;2;0;0;0;0;0;0;2
Logrones16;Javier Roca Logrones;Javier;Roca;Spain;0;0;Logrones;07-01-1900;;19;1;1974;;0;0;2;2;1;0;0;2;0;2;102;160;87;0;0;0;0;0;0;0;16;0;0;8;0;0;18;0;0;0;0;0;0;0;10;0;0;0;0;2;2;0;0;0;2;0;2
Logrones17;Jon Solaun Logrones;Jon;Solaun;Spain;0;0;Logrones;;;3;12;1974;;0;0;0;2;2;2;0;0;0;2;108;146;102;0;0;0;0;0;16;0;13;0;0;11;0;0;0;0;0;17;0;0;14;0;12;0;15;0;0;0;2;2;2;0;0;0;2
Logrones18;L¢pez Sotero Logrones;L¢pez;Sotero;Spain;0;0;Logrones;08-01-1900;;12;8;1972;;0;0;2;0;0;0;0;0;2;0;116;150;107;5;14;13;8;7;10;16;10;8;11;11;5;11;13;16;18;13;7;6;3;14;8;13;15;0;0;2;0;0;0;0;0;2;0
Logrones19;Vicente Uriz Logrones;Vicente;Uriz;Spain;0;0;Logrones;07-01-1900;;28;9;1970;;0;0;1;2;2;0;0;0;2;2;119;144;101;6;12;8;7;10;11;12;8;6;7;12;5;11;10;9;17;15;10;6;5;13;9;8;6;0;0;0;2;2;0;0;0;2;2
Logrones2;Jorge Aizkorreta Logrones;Jorge;Aizkorreta;Spain;0;0;Logrones;07-01-1900;;6;2;1974;;2;0;0;0;0;0;0;0;0;0;140;165;110;11;8;13;11;14;0;8;5;0;0;15;13;6;0;0;13;9;14;0;0;13;12;16;12;2;0;0;0;0;0;0;0;0;0
Logrones20;Vicente Javier Valero Logrones;Vicente Javier;Valero;Spain;0;0;Logrones;07-01-1900;;28;2;1973;;2;0;0;0;0;0;0;0;0;0;90;150;80;8;10;10;12;13;0;9;6;0;0;15;10;6;0;0;13;10;16;0;0;11;13;10;10;2;0;0;0;0;0;0;0;0;0
Logrones21;Salvador Gonz†lez Voro Logrones;Salvador Gonz†lez;Voro;Spain;9;0;Logrones;12-01-1900;;9;10;1963;;0;1;2;1;0;0;0;0;0;2;128;161;115;12;16;10;8;10;6;15;14;5;8;18;12;8;16;7;8;9;16;15;8;15;19;14;8;0;0;2;0;0;0;0;0;0;2
Logrones22;Marcos Tejera Logrones;Marcos;Tejera;Uruguay;0;0;Logrones;08-01-1900;07-01-1900;6;8;1973;;0;0;0;0;0;0;2;1;1;1;136;169;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Logrones23;Ivan Adzic Logrones;Ivan;Adzic;Yugoslavia;0;0;Logrones;;;21;6;1973;;0;0;0;2;2;1;0;2;1;1;105;155;90;1;5;11;10;10;15;8;3;5;7;11;17;15;1;6;5;17;6;8;13;11;10;6;14;0;0;0;2;2;0;0;2;0;0
Logrones3;Adolfo Baines Logrones;Adolfo;Baines;Spain;0;0;Logrones;07-01-1900;;15;2;1972;;2;0;0;0;0;0;0;0;0;0;106;150;91;5;5;7;2;11;0;7;3;0;0;18;1;13;0;0;16;11;11;0;0;13;15;17;12;2;0;0;0;0;0;0;0;0;0
Logrones4;Francisco Javier Casta§o Logrones;Francisco Javier;Casta§o;Spain;0;0;Logrones;07-01-1900;;29;12;1972;;0;0;0;0;2;1;0;2;2;0;135;159;110;13;10;11;13;11;15;8;9;11;7;10;6;9;7;12;9;18;9;5;15;11;8;9;15;0;0;0;0;2;0;0;2;2;0
Logrones5;David Clotet Logrones;David;Clotet;Spain;0;0;Logrones;07-01-1900;07-01-1900;1;12;1972;;0;0;2;0;0;0;0;0;1;2;120;165;116;14;5;17;10;7;13;8;8;14;16;19;4;4;9;10;7;18;11;3;7;11;7;14;17;0;0;2;0;0;0;0;0;0;2
Logrones6;Jes£s Dulce Logrones;Jes£s;Dulce;Spain;0;0;Logrones;07-01-1900;;22;3;1971;;0;0;2;1;0;0;0;2;0;2;122;145;105;10;11;9;7;11;3;16;10;8;5;12;7;9;13;13;14;10;15;6;10;14;9;12;8;0;0;2;0;0;0;0;2;0;2
Logrones7; Esteban Torre Logrones;;Esteban Torre;Spain;0;0;Logrones;07-01-1900;;3;9;1971;;0;0;0;2;2;0;0;2;0;2;111;166;129;11;13;12;11;11;13;7;4;14;15;4;11;13;7;15;15;16;8;14;15;16;10;3;16;0;0;0;2;2;0;0;2;0;2
Logrones8;Juan JosÇ Rodr°guez Juanjo Logrones;Juan JosÇ Rodr°guez;Juanjo;Spain;0;0;Logrones;07-01-1900;;15;5;1973;;0;0;0;0;0;0;2;0;0;2;120;170;111;0;0;0;15;0;0;0;14;0;0;13;0;0;0;0;0;0;0;0;16;0;18;0;0;0;0;0;0;0;0;2;0;0;2
Logrones9;JosÇ Antonio S†enz Jubera Logrones;JosÇ Antonio S†enz;Jubera;Spain;0;0;Logrones;07-01-1900;;14;7;1974;;0;2;1;2;0;0;0;0;0;2;125;159;100;15;12;10;11;16;6;14;7;9;6;12;8;12;10;13;16;10;11;4;5;15;7;12;14;0;2;0;2;0;0;0;0;0;2
Lokeren1;Dany D'Hondt Lokeren;Dany;D'Hondt;Belgium;0;0;Lokeren;07-01-1900;07-01-1900;21;9;1963;33;2;0;0;0;0;0;0;0;0;0;106;106;50;18;20;7;13;18;1;12;4;10;15;8;18;11;18;18;9;14;20;3;1;6;9;13;13;2;0;0;0;0;0;0;0;0;0
Lokeren10;Karel Snoeckx Lokeren;Karel;Snoeckx;Belgium;0;0;Lokeren;04-01-1900;;29;10;1973;23;0;0;0;2;2;0;0;0;0;2;101;109;29;9;13;15;16;2;4;4;3;8;11;8;12;15;1;19;0;17;5;3;16;20;15;9;8;0;0;0;2;2;0;0;0;0;2
Lokeren11;Stefaan Staelens Lokeren;Stefaan;Staelens;Belgium;0;0;Lokeren;07-01-1900;05-01-1900;25;2;1972;25;0;0;2;0;0;0;0;0;0;2;59;73;1;17;1;6;0;2;9;12;14;8;0;14;7;2;6;16;7;6;13;0;7;8;12;14;7;0;0;2;0;0;0;0;0;0;2
Lokeren12;Ronny Van Geneugden Lokeren;Ronny;Van Geneugden;Belgium;0;0;Lokeren;11-01-1900;06-01-1900;17;8;1968;28;0;0;0;0;2;0;0;0;0;2;104;113;26;9;16;16;8;1;18;8;17;2;13;17;15;9;14;14;0;9;2;6;17;18;17;6;17;0;0;0;0;2;0;0;0;0;2
Lokeren13;Vaclav Budka Lokeren;Vaclav;Budka;Czech Republic;0;0;Lokeren;05-01-1900;05-01-1900;22;3;1969;28;0;0;0;1;2;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2
Lokeren14;Jan Kîller Lokeren;Jan;Kîller;Czech Republic;0;0;Lokeren;07-01-1900;05-01-1900;30;3;1973;24;0;0;0;0;0;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;11;0;0;0;0;0;0;14;0;0;3;0;0;0;0;0;0;2;2;0;0;2
Lokeren15;Marco Pineska Lokeren;Marco;Pineska;Czech Republic;0;0;Lokeren;06-01-1900;;1;1;#VALUE!;27;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;14;18;0;0;0;0;0;0;2;2;0;0;2;0;0
Lokeren16;Roman Vonasek Lokeren;Roman;Vonasek;Czech Republic;1;0;Lokeren;06-01-1900;05-01-1900;8;7;1968;28;0;0;0;0;0;1;2;0;0;2;106;118;94;0;5;10;10;17;6;8;4;11;10;14;13;6;6;0;14;10;9;10;8;11;0;4;13;0;0;0;0;0;0;2;0;0;2
Lokeren17;Arnar Vidarsson Lokeren;Arnar;Vidarsson;Iceland;0;0;Lokeren;06-01-1900;;1;1;#VALUE!;20;0;0;2;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0
Lokeren18;Elonga Ekakia Lokeren;Elonga;Ekakia;Republic of Congo;0;0;Lokeren;05-01-1900;05-01-1900;5;2;1974;25;0;0;0;0;2;0;2;0;0;2;91;105;77;10;6;14;9;6;5;17;19;7;13;4;17;5;12;14;0;17;9;9;17;17;17;0;3;0;0;0;0;2;0;2;0;0;2
Lokeren19;Florin Cornateanu Lokeren;Florin;Cornateanu;Romania;0;0;Lokeren;05-01-1900;05-01-1900;21;2;1972;25;0;0;0;0;2;2;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;2
Lokeren2;Hans De Schrijver Lokeren;Hans;De Schrijver;Belgium;0;0;Lokeren;08-01-1900;05-01-1900;16;11;1965;31;2;0;0;0;0;0;0;0;0;0;110;113;64;16;2;3;17;16;13;17;4;13;16;15;16;5;7;20;15;11;5;4;12;12;18;3;8;2;0;0;0;0;0;0;0;0;0
Lokeren20;Brima Kanu Lokeren;Brima;Kanu;Sierra Leone;0;0;Lokeren;08-01-1900;05-01-1900;18;8;1978;18;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Lokeren21;Musa Kanu Lokeren;Musa;Kanu;Sierra Leone;0;0;Lokeren;08-01-1900;05-01-1900;4;3;1976;21;0;0;0;0;2;0;0;2;0;0;1;1;1;3;8;0;10;6;4;1;1;5;1;2;9;10;13;3;0;4;9;6;10;0;9;4;11;0;0;0;0;2;0;0;2;0;0
Lokeren22;Vidal Jr Wilhelm Lokeren;Vidal Jr;Wilhelm;Sierra Leone;0;0;Lokeren;06-01-1900;05-01-1900;3;10;1975;21;0;0;2;0;0;0;0;2;0;0;109;139;52;13;5;8;11;6;20;8;8;2;9;6;20;8;6;2;17;1;12;1;19;2;1;7;11;0;0;2;0;0;0;0;2;0;0
Lokeren23; Peniscka Lokeren;;Peniscka;Slovakia;0;0;Lokeren;06-01-1900;;1;1;#VALUE!;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lokeren24;Branco Stoganic Lokeren;Branco;Stoganic;Yugoslavia;0;0;Lokeren;06-01-1900;;1;1;#VALUE!;27;0;0;0;0;0;2;2;0;2;2;0;0;0;0;17;0;0;0;0;18;0;0;20;0;0;0;0;0;17;0;0;0;13;20;0;0;16;0;0;0;0;0;2;2;0;2;2
Lokeren25;Stewan Stojanovic Lokeren;Stewan;Stojanovic;Yugoslavia;0;0;Lokeren;06-01-1900;;29;10;1964;31;2;0;0;0;0;0;0;0;0;0;129;129;96;14;6;3;2;7;15;10;2;14;13;16;10;0;11;15;0;13;13;7;15;7;11;11;12;2;0;0;0;0;0;0;0;0;0
Lokeren3;Hans De Waele Lokeren;Hans;De Waele;Belgium;0;0;Lokeren;07-01-1900;05-01-1900;15;10;1978;18;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
Lokeren4;Davy Gysbrechts Lokeren;Davy;Gysbrechts;Belgium;0;0;Lokeren;06-01-1900;;20;9;1972;24;0;0;2;0;0;0;0;0;0;2;109;113;81;19;14;17;13;7;2;19;16;10;15;7;1;2;16;5;14;16;20;18;6;11;20;20;13;0;0;2;0;0;0;0;0;0;2
Lokeren5;Christiaan Janssens Lokeren;Christiaan;Janssens;Belgium;0;0;Lokeren;06-01-1900;05-01-1900;12;6;1969;28;0;0;0;0;2;0;0;0;2;0;110;122;64;17;14;20;19;4;16;8;17;7;18;18;4;18;12;18;14;7;16;6;19;4;12;3;14;0;0;0;0;2;0;0;0;2;0
Lokeren6;Bert Lamaire Lokeren;Bert;Lamaire;Belgium;0;0;Lokeren;07-01-1900;;28;4;1971;26;0;0;0;2;2;0;0;2;0;0;118;123;64;16;0;19;14;7;15;19;9;4;11;18;3;17;7;13;0;18;15;7;8;5;14;7;5;0;0;0;2;2;0;0;2;0;0
Lokeren7;Tony Mols Lokeren;Tony;Mols;Belgium;0;0;Lokeren;09-01-1900;05-01-1900;8;1;1969;28;0;0;2;0;2;0;0;2;0;0;100;118;52;6;10;11;14;8;16;1;6;14;3;16;6;11;5;3;11;7;0;0;2;3;8;5;6;0;0;2;0;2;0;0;2;0;0
Lokeren8;Koen Schockaert Lokeren;Koen;Schockaert;Belgium;0;0;Lokeren;04-01-1900;05-01-1900;13;2;1978;19;0;0;0;0;2;2;0;0;2;2;94;106;88;4;16;7;0;4;9;7;6;15;0;5;7;13;5;8;14;11;8;12;3;10;11;5;1;0;0;0;0;2;2;0;0;2;2
Lokeren9;Jurgen Sierens Lokeren;Jurgen;Sierens;Belgium;0;0;Lokeren;06-01-1900;05-01-1900;10;4;1976;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Lokomotiv Moscow1;Sergei Gurenko Lokomotiv Moscow;Sergei;Gurenko;Bielorussia;0;0;Lokomotiv Moscow;;;30;9;1972;;0;2;2;0;0;0;0;1;1;2;156;0;148;0;8;13;5;17;14;10;8;10;8;11;5;6;16;0;0;5;12;10;10;14;0;14;12;0;2;2;0;0;0;0;0;0;2
Lokomotiv Moscow10;Konstantin Kamnev Lokomotiv Moscow;Konstantin;Kamnev;Russia;0;0;Lokomotiv Moscow;;;20;6;1972;;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
Lokomotiv Moscow11;Aleksei Kosolapov Lokomotiv Moscow;Aleksei;Kosolapov;Russia;0;0;Lokomotiv Moscow;;;17;3;1971;;0;0;0;0;0;2;2;0;1;2;140;0;115;0;9;3;6;10;12;10;5;12;12;11;8;12;8;0;7;12;8;11;8;14;0;6;13;0;0;0;0;0;2;2;0;0;2
Lokomotiv Moscow12;Dmitri Loskov Lokomotiv Moscow;Dmitri;Loskov;Russia;0;0;Lokomotiv Moscow;;;12;1;1977;;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0
Lokomotiv Moscow13;Mukhsim Mukhamadiev Lokomotiv Moscow;Mukhsim;Mukhamadiev;Russia;0;0;Lokomotiv Moscow;;;1;1;#VALUE!;24;0;0;0;0;0;1;2;0;0;2;148;0;138;0;14;9;18;16;16;8;10;12;13;13;11;6;12;0;0;11;9;8;10;12;0;10;13;0;0;0;0;0;0;2;0;0;2
Lokomotiv Moscow14;Sarkis Oganesjan Lokomotiv Moscow;Sarkis;Oganesjan;Russia;0;0;Lokomotiv Moscow;;;17;8;1968;;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Lokomotiv Moscow15;Oleg Pashinin Lokomotiv Moscow;Oleg;Pashinin;Russia;0;0;Lokomotiv Moscow;;;12;9;1974;;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0
Lokomotiv Moscow16;Sergei Podpalyi Lokomotiv Moscow;Sergei;Podpalyi;Russia;0;0;Lokomotiv Moscow;;;1;1;#VALUE!;33;0;1;2;2;2;0;0;1;2;0;142;0;122;0;4;8;2;12;8;8;3;9;9;10;12;12;13;0;15;8;9;9;8;12;0;9;11;0;0;2;2;2;0;0;0;2;0
Lokomotiv Moscow17;Aleksei Poljakov Lokomotiv Moscow;Aleksei;Poljakov;Russia;0;0;Lokomotiv Moscow;;;8;3;1974;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
